filepath,species,image_name,height,width,R_mean,G_mean,B_mean,luminosity,sharpness_score,image_size,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Cleavers\287.png,Cleavers,287.png,249,249,73.31925291527556,64.56981339010662,41.69455331365623,59.86120653967947,18.118554430892832,62001,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Cleavers\125.png,Cleavers,125.png,584,584,79.88374343216363,69.36774899136799,48.93273538656408,66.06140927003189,124.74195060442003,341056,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Cleavers\101.png,Cleavers,101.png,425,425,81.46065605536332,74.44532041522491,62.59692733564014,72.83430126874279,64.1668720567198,180625,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Cleavers\328.png,Cleavers,328.png,373,373,84.56322549576292,76.65020951778565,65.49234163977316,75.56859221777391,50.57410792362534,139129,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Cleavers\42.png,Cleavers,42.png,346,346,66.71258645460924,55.62732633900231,37.95399946540145,53.43130408633766,36.2722721516953,119716,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Cleavers\29.png,Cleavers,29.png,241,241,88.25059830237083,82.56980768237462,66.40731048019146,79.0759054883123,17.970352869823127,58081,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Cleavers\95.png,Cleavers,95.png,300,300,79.77957777777777,71.04772222222222,51.3973,67.4082,28.99584930279905,90000,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Cleavers\172.png,Cleavers,172.png,278,278,77.87877180270172,69.35042182081673,49.81358366544175,65.68092576298673,26.61203955542667,77284,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Cleavers\208.png,Cleavers,208.png,260,260,75.6928402366864,66.18180473372782,44.97923076923077,62.28462524654833,19.73943991955664,67600,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Cleavers\128.png,Cleavers,128.png,866,866,85.12330323378971,72.80470187584338,49.09445487468598,69.0074866614397,291.61492208033366,749956,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Cleavers\87.png,Cleavers,87.png,285,285,88.96116959064328,85.98373653431825,74.08131732840874,83.00874115112343,32.64590797703196,81225,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Cleavers\180.png,Cleavers,180.png,250,250,73.66944,64.733616,42.854352,60.419136,18.484914309911183,62500,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Cleavers\219.png,Cleavers,219.png,374,374,95.57274300094369,91.43036689639395,79.08024250050045,88.69445079927937,46.19766843232074,139876,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Cleavers\45.png,Cleavers,45.png,472,472,79.73810058172938,65.67822195489802,46.278965275782824,63.89842927080341,64.48237907604974,222784,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Cleavers\21.png,Cleavers,21.png,380,380,76.47769390581718,66.31666897506925,44.82642659279779,62.540263157894735,43.439329811985615,144400,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Cleavers\123.png,Cleavers,123.png,413,413,87.34779473409588,76.37903135974298,57.08734295211909,73.60472301531932,56.74335382477741,170569,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Cleavers\201.png,Cleavers,201.png,304,304,75.91012378808864,64.81946849030471,45.41040512465374,62.0466658010157,28.380451190747813,92416,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Cleavers\291.png,Cleavers,291.png,228,228,80.79359033548785,72.21889427516159,50.24732610033857,67.753270236996,16.848190491489895,51984,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Cleavers\306.png,Cleavers,306.png,429,429,84.44132014062085,71.64224276112388,50.268624925967586,68.78406260923744,58.344774215851295,184041,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Cleavers\118.png,Cleavers,118.png,490,490,75.14965431070388,65.43314452311537,44.51223240316535,61.69834374566153,68.82266223601269,240100,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Cleavers\80.png,Cleavers,80.png,242,242,71.06553514104228,63.332473874735335,38.55233590601735,57.65011497393166,14.512465088194386,58564,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Cleavers\50.png,Cleavers,50.png,377,377,88.1668554622913,80.82651675590485,68.92625713260489,79.30654311693368,43.68986661310878,142129,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Cleavers\148.png,Cleavers,148.png,141,141,85.92304210049797,75.68301393290076,51.20265580202203,70.93623727847358,5.903533997382632,19881,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Cleavers\91.png,Cleavers,91.png,205,205,75.73491969066032,70.66503271861987,43.15038667459845,63.18344636129288,11.572412715851476,42025,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Cleavers\160.png,Cleavers,160.png,230,230,76.5507561436673,68.48275992438563,45.81370510396975,63.615740390674226,14.730521986557958,52900,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Cleavers\238.png,Cleavers,238.png,134,134,86.34150144798396,73.04505457785699,50.82134105591446,70.0692990272518,5.772965535222978,17956,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Cleavers\181.png,Cleavers,181.png,210,210,66.60904761904762,64.05734693877551,54.89458049886621,61.853658352229786,17.795467882191346,44100,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Cleavers\155.png,Cleavers,155.png,176,176,67.99677169421487,60.80494576446281,41.83700284090909,56.87957343319559,8.863390973989013,30976,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Cleavers\285.png,Cleavers,285.png,308,308,73.43544442570416,63.61901248102547,42.66207412717153,59.90551034463372,28.439780011713566,94864,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Cleavers\32.png,Cleavers,32.png,303,303,82.52090753629818,69.06028820703852,50.503719678898584,67.36163847407843,31.970866773422863,91809,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Cleavers\93.png,Cleavers,93.png,187,187,87.34736480883068,82.85123966942149,69.71709228173525,79.9718989199958,13.230342171499434,34969,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Cleavers\121.png,Cleavers,121.png,850,850,93.81826989619377,78.13723598615917,56.02909065743945,75.99486551326413,251.64542845820029,722500,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Cleavers\271.png,Cleavers,271.png,208,208,75.44651442307692,67.03478642751479,41.54759153106509,61.34296412721893,12.768034207367261,43264,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Cleavers\279.png,Cleavers,279.png,187,187,79.58454631244817,72.30195315851182,48.74423060424948,66.87691002506982,12.454297015477735,34969,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Cleavers\89.png,Cleavers,89.png,410,410,84.1555740630577,73.97685306365258,51.94593099345627,70.02611937338885,56.12649415358664,168100,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Cleavers\218.png,Cleavers,218.png,377,377,81.77155260362065,77.1402247254255,65.02741171752422,74.64639634885678,50.81392151933439,142129,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Cleavers\84.png,Cleavers,84.png,243,243,74.11373604972142,67.9931751596132,43.91295364866467,62.00662161933309,16.374872175926527,59049,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Cleavers\153.png,Cleavers,153.png,125,125,83.29856,82.36928,68.351232,78.00635733333333,5.053323357862417,15625,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Cleavers\34.png,Cleavers,34.png,367,367,79.37641529746304,66.37937767746438,46.393335758673686,64.04970957786703,37.933015717998465,134689,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Cleavers\186.png,Cleavers,186.png,308,308,92.62799375948727,85.48431438691179,72.98064597739922,83.69765137459943,31.130056063515983,94864,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Cleavers\207.png,Cleavers,207.png,340,340,87.06559688581315,72.8059688581315,50.84227508650519,70.23794694348328,37.45106361981843,115600,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Cleavers\337.png,Cleavers,337.png,464,464,79.788783813912,71.59396830410226,47.08946287901308,66.1574049990091,63.83665761074658,215296,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Cleavers\298.png,Cleavers,298.png,224,224,77.72325414540816,69.65196508290816,47.76739875637755,65.0475393282313,17.057597187741003,50176,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Cleavers\138.png,Cleavers,138.png,141,141,73.90915949901917,61.75172275036467,38.76243649715809,58.14110624884731,4.81579726549894,19881,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Cleavers\315.png,Cleavers,315.png,315,315,84.55343915343916,73.0111967750063,52.7790980095742,70.11457797933988,34.58045873690798,99225,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Cleavers\176.png,Cleavers,176.png,295,295,79.92394139615052,70.81120367710427,47.73947716173513,66.1582074116633,24.43308548670017,87025,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Cleavers\312.png,Cleavers,312.png,311,311,82.13191550955843,73.57120997508297,61.10496169394444,72.26936239286194,30.516040338087482,96721,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Cleavers\55.png,Cleavers,55.png,422,422,83.36821949192516,74.57661552975,56.20988409963837,71.38490637377117,66.18962503057743,178084,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Cleavers\221.png,Cleavers,221.png,531,531,78.12807090342281,66.43169445419757,47.89407400314228,64.1512797869209,102.98256179438397,281961,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Cleavers\246.png,Cleavers,246.png,174,174,70.92624521072797,63.3301955344167,37.964856652133705,57.40709913242613,7.452761955838811,30276,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Cleavers\115.png,Cleavers,115.png,698,698,83.48605307017183,72.09786454955214,51.1389869541301,68.90763485795136,158.95969453998882,487204,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Cleavers\164.png,Cleavers,164.png,158,158,65.13619612241628,65.11256208940875,54.57150296426855,61.60675372536452,8.796967309064541,24964,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Cleavers\267.png,Cleavers,267.png,220,220,71.26444214876032,64.74097107438017,42.34144628099173,59.44895316804408,16.88336120156876,48400,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Cleavers\119.png,Cleavers,119.png,374,374,86.87643341245102,80.16262260859618,64.20014155394779,77.07973252499833,48.723667513195025,139876,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Cleavers\345.png,Cleavers,345.png,305,305,72.05735017468423,66.69946788497715,40.146401504971784,59.634406521544385,24.94646856697609,93025,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\653.png,Common Chickweed,653.png,288,288,88.07219328703704,76.5826702353395,52.22145061728395,72.29210471322017,29.589441444183894,82944,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\531.png,Common Chickweed,531.png,263,263,86.40654050224812,71.87984501727652,47.77180528849629,68.68606360267364,23.060812936524457,69169,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\143.png,Common Chickweed,143.png,134,134,89.47315660503453,84.914903096458,62.56593896190688,78.98466622113314,6.833413295342231,17956,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\620.png,Common Chickweed,620.png,65,65,83.43621301775148,66.86437869822485,43.49065088757396,64.5970808678501,1.6194892836724841,4225,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\437.png,Common Chickweed,437.png,363,363,86.47651572069303,73.99932457558303,46.85486722977331,69.11023584201645,42.92404827863349,131769,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\22.png,Common Chickweed,22.png,55,55,84.82710743801653,72.5699173553719,46.35504132231405,67.91735537190083,1.1439237536610847,3025,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\612.png,Common Chickweed,612.png,101,101,83.76061170473483,74.13665326928732,54.72100774433879,70.872757572787,4.267065708012787,10201,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\630.png,Common Chickweed,630.png,97,97,84.06621320012754,70.2491231799341,50.10702518864917,68.14078718957028,3.7894725260849245,9409,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\546.png,Common Chickweed,546.png,315,315,81.87373141849332,68.90895439657345,43.90223230032754,64.89497270513144,31.615576602180376,99225,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\560.png,Common Chickweed,560.png,248,248,80.08285639958376,68.63568223204994,41.65885145681582,63.45913002948317,20.466432736581773,61504,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\454.png,Common Chickweed,454.png,478,478,89.7322088198736,80.63724374573275,60.19545788764202,76.8549701510828,76.89866049215178,228484,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\621.png,Common Chickweed,621.png,100,100,81.9399,70.1844,44.9395,65.68793333333333,3.731454687649615,10000,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\471.png,Common Chickweed,471.png,96,96,93.72884114583333,78.78743489583333,48.453884548611114,73.65672019675925,3.6087135353208897,9216,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\510.png,Common Chickweed,510.png,122,122,85.88793335124966,71.90305025530772,50.82242676699812,69.53780345785184,4.991001034349705,14884,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\297.png,Common Chickweed,297.png,122,122,119.00564364418167,113.20726955119592,92.97850040311744,108.39713786616501,4.610932210448779,14884,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\627.png,Common Chickweed,627.png,118,118,85.70575983912669,73.37546681987935,49.255314564780235,69.44551374126209,4.96150751999145,13924,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\106.png,Common Chickweed,106.png,207,207,78.35648439870242,66.65105370020304,40.6743914677122,61.89397652220589,12.258181135137791,42849,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\463.png,Common Chickweed,463.png,400,400,74.0713,66.3027125,35.97825625,58.78408958333333,42.640931832185636,160000,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\547.png,Common Chickweed,547.png,298,298,83.64926129453629,69.47911130129273,45.04905184451151,66.05914148011351,30.54673333704104,88804,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\467.png,Common Chickweed,467.png,74,74,84.08382030679329,71.60116873630388,47.947406866325785,67.877465303141,2.0854807133588746,5476,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\163.png,Common Chickweed,163.png,295,295,83.31837977592646,68.97662740591784,45.65373168629704,65.98291295604712,26.610809550948336,87025,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\477.png,Common Chickweed,477.png,107,107,99.36588348327365,94.32684077211984,77.71630710105686,90.46967711881678,4.869989453717887,11449,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\553.png,Common Chickweed,553.png,301,301,89.21059370205627,75.28666350261035,50.36563614088145,71.62096444851602,30.49977751012721,90601,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\204.png,Common Chickweed,204.png,403,403,72.24116890073826,67.7369973338916,48.12873055064682,62.702298928425556,55.020980553822724,162409,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\290.png,Common Chickweed,290.png,114,114,89.42974761465067,75.80009233610342,48.6788242536165,71.30288806812352,5.894649121796465,12996,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\396.png,Common Chickweed,396.png,242,242,93.58006625230517,79.78010381804522,54.22064749675569,75.86027252236869,21.023483075941364,58564,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\75.png,Common Chickweed,75.png,99,99,87.67105397408427,75.92980308131823,48.68411386593205,70.76165697377819,3.3550218313594034,9801,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\203.png,Common Chickweed,203.png,425,425,88.7977411764706,74.89719031141868,46.86251626297578,70.18581591695502,55.69852134180126,180625,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\631.png,Common Chickweed,631.png,91,91,90.02499698104094,79.51660427484603,56.96232339089482,75.50130821559394,2.8420926220546825,8281,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\41.png,Common Chickweed,41.png,111,111,118.81186591997403,119.99926953981009,100.02654005356708,112.94589183778373,4.289418385197994,12321,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\272.png,Common Chickweed,272.png,109,109,88.65507953875937,76.2282636141739,48.45366551637068,71.11233622310131,5.140756598557769,11881,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\661.png,Common Chickweed,661.png,235,235,69.64648257129923,61.73280217292893,42.429135355364416,57.936140033197525,20.42053036825623,55225,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\174.png,Common Chickweed,174.png,203,203,83.23480307699775,67.94018296973962,44.20519789366401,65.1267279801338,12.508269773201347,41209,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\421.png,Common Chickweed,421.png,289,289,78.48136396834329,66.78661653955292,42.99509105494427,62.75435718761349,25.381510328342532,83521,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\585.png,Common Chickweed,585.png,515,515,97.01289848242058,86.42209821849373,68.22432651522293,83.88644107204574,94.87666703392784,265225,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\662.png,Common Chickweed,662.png,235,235,81.35668628338615,69.84961521050249,49.513082842915345,66.90646144560132,22.32424792334677,55225,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\346.png,Common Chickweed,346.png,186,186,78.06601919297029,67.67059775696612,43.50884495317378,63.08182063437007,11.581228846380366,34596,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\104.png,Common Chickweed,104.png,163,163,85.48917911852159,73.1064774737476,47.300726410478376,68.63212766758252,8.88432197974346,26569,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\654.png,Common Chickweed,654.png,232,232,89.60038272889417,76.91821492271106,53.13228299643282,73.21696021601268,18.178808003215188,53824,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\316.png,Common Chickweed,316.png,172,172,83.95166306111412,72.29259058950784,41.349040021633314,65.86443122408508,9.05880844200545,29584,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\69.png,Common Chickweed,69.png,110,110,84.30504132231405,72.45942148760331,42.348264462809915,66.37090909090908,3.8237580291097646,12100,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\283.png,Common Chickweed,283.png,112,112,86.00151466836735,83.92833227040816,72.62300701530613,80.85095131802721,5.8902431618516715,12544,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\373.png,Common Chickweed,373.png,139,139,87.05237824129186,80.06003830029502,38.6672532477615,68.59322326311612,6.297327085251355,19321,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\51.png,Common Chickweed,51.png,115,115,89.98926275992439,89.36120982986768,81.9439697542533,87.09814744801513,5.723283849937506,13225,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\319.png,Common Chickweed,319.png,166,166,82.26814486863115,71.07707940194513,46.97938742923501,66.77487056660377,9.347923744164591,27556,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\579.png,Common Chickweed,579.png,386,386,75.91948105989422,68.21885151279228,39.251382587452014,61.12990505337951,44.02108071254461,148996,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\250.png,Common Chickweed,250.png,88,88,83.48282541322314,69.94666838842976,49.32399276859504,67.58449552341598,2.5294522430177144,7744,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\424.png,Common Chickweed,424.png,328,328,91.84076628494944,78.21436273051755,53.85799003569304,74.63770635038668,41.52237681403636,107584,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\559.png,Common Chickweed,559.png,346,346,85.64179391225902,71.52916068027666,46.8803334558455,68.01709601612707,41.65555524164734,119716,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\543.png,Common Chickweed,543.png,289,289,88.95429891883478,74.59835251014715,49.6032734282396,71.05197495240718,26.655565617449785,83521,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\647.png,Common Chickweed,647.png,208,208,77.82946560650888,69.24595506656804,46.30179826183432,64.45907297830375,15.259352050384328,43264,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\481.png,Common Chickweed,481.png,110,110,87.59545454545454,74.03322314049586,46.34479338842975,69.32449035812671,3.588379622015965,12100,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\23.png,Common Chickweed,23.png,124,124,90.0908558792924,74.59774973985432,47.48224505723205,70.72361689212626,5.241557038508876,15376,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\135.png,Common Chickweed,135.png,194,194,82.16795089807631,75.86138271867361,39.0493144861303,65.69288270096007,11.266509825195628,37636,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\616.png,Common Chickweed,616.png,88,88,89.88081095041322,79.80100723140495,51.84607438016529,73.84263085399449,3.157240059047807,7744,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\535.png,Common Chickweed,535.png,233,233,88.44952016062186,74.66845954060675,51.5969533422977,71.5716443478421,17.31406768450248,54289,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\145.png,Common Chickweed,145.png,132,132,84.5829315886134,73.05142332415059,47.66219008264463,68.43218166513621,5.516933097362506,17424,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\115.png,Common Chickweed,115.png,198,198,98.60090807060504,98.7572441587593,80.28604224058769,92.54806482331735,12.961018297049176,39204,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\29.png,Common Chickweed,29.png,81,81,89.72351775643956,75.03642737387594,49.92455418381344,71.5614997713763,2.1899248986401276,6561,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\570.png,Common Chickweed,570.png,435,435,88.67596247853085,74.33908838684106,48.77331747919144,70.59612278152112,63.744644209976336,189225,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\460.png,Common Chickweed,460.png,586,586,90.54482871087608,81.50764423580938,63.65943983039989,78.57063759236178,119.00387432361852,343396,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\405.png,Common Chickweed,405.png,253,253,90.11376525176146,76.86103516692965,51.653095658423034,72.87596535903806,21.378499016562948,64009,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\629.png,Common Chickweed,629.png,90,90,82.87703703703704,71.89827160493827,49.16777777777778,67.98102880658436,2.8257786506945277,8100,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\364.png,Common Chickweed,364.png,166,166,81.90056611990128,70.9831615619103,46.92604151545943,66.60325639909034,9.358493056229374,27556,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\180.png,Common Chickweed,180.png,300,300,81.41623333333334,67.63396666666667,43.18657777777778,64.07892592592593,26.370785954182256,90000,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\85.png,Common Chickweed,85.png,110,110,89.21528925619835,75.59264462809918,48.767272727272726,71.19173553719008,4.685933664451265,12100,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\420.png,Common Chickweed,420.png,283,283,77.82042477743511,64.87526376905693,40.08129705702406,60.9256618678387,23.73637977728056,80089,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\600.png,Common Chickweed,600.png,567,567,96.89485176786764,88.28449184886574,66.81475571481451,83.99803311051596,115.31744344558865,321489,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\665.png,Common Chickweed,665.png,304,304,77.54194078947368,65.35262292243767,42.679914733379505,61.85815948176363,33.23479200104051,92416,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\619.png,Common Chickweed,619.png,86,86,76.45294753921038,65.64305029745809,43.284207679826935,61.79340183883179,2.6953448422455013,7396,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\384.png,Common Chickweed,384.png,152,152,75.3807132963989,64.43611495844875,35.00657894736842,58.274469067405356,6.183658118699018,23104,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\172.png,Common Chickweed,172.png,292,292,86.66643601050853,72.23868221054607,48.575577031337964,69.16023175079752,27.86460834813084,85264,square
C:\Users\charl\OneDrive\Documents\Formation\Datascientest\Projet\Dataset\Common Chickweed\406.png,Common Chickweed,406.png,281,281,94.87659730753157,79.8171375742455,56.12742999708717,76.94038829295475,30.36820244413877,78961,square
